51,5,9646,6,4,3,"GR1",8/8/2015
52,2,8592,82,3,3,"GR2",19/12/2013
53,5,6994,44,4,1,"GR3",4/4/2011
54,10,3794,21,5,1,"GR4",2/4/2012
55,9,2369,86,3,3,"GR5",26/7/2011
56,1,10933,31,5,2,"GR1",8/6/2012
57,9,5196,10,2,4,"GR2",9/8/2012
58,7,1937,83,3,1,"GR3",25/12/2013
59,5,6228,91,5,2,"GR4",4/8/2011
60,5,1397,27,5,3,"GR5",11/2/2012
61,4,7453,76,5,4,"GR1",7/2/2013
62,5,8178,82,4,4,"GR2",5/4/2014
63,9,1756,63,4,2,"GR3",5/4/2011
64,4,5773,27,5,1,"GR4",20/3/2015
65,10,1329,79,3,4,"GR5",15/2/2012
66,4,6468,87,3,3,"GR1",21/12/2012
67,5,7321,57,3,3,"GR2",20/6/2014
68,2,3578,54,4,2,"GR3",3/6/2011
69,1,1098,70,4,4,"GR4",11/10/2012
70,10,9624,1,3,3,"GR5",27/3/2015
71,4,5108,18,2,3,"GR1",14/12/2011
72,5,5074,68,3,2,"GR2",26/6/2014
73,10,10311,52,5,1,"GR3",13/12/2013
74,9,3067,64,2,4,"GR4",14/2/2012
75,8,1034,28,3,1,"GR5",2/3/2012
76,9,2949,97,2,4,"GR1",5/12/2012
77,8,10299,83,2,1,"GR2",8/4/2013
78,7,5162,52,2,3,"GR3",19/4/2014
79,10,5164,77,3,4,"GR4",12/2/2012
80,2,7866,57,3,2,"GR5",9/12/2015
81,3,2201,34,4,4,"GR1",26/12/2011
82,3,10284,97,4,2,"GR2",23/2/2014
83,5,7144,47,5,2,"GR3",1/7/2014
84,3,9187,40,4,4,"GR4",23/9/2011
85,5,10696,94,3,3,"GR5",19/10/2015
86,7,2157,20,2,3,"GR1",16/8/2013
87,8,10544,72,4,1,"GR2",4/11/2015
88,8,3806,87,2,2,"GR3",20/4/2012
89,6,7085,9,2,4,"GR4",27/2/2015
90,5,3073,39,4,1,"GR5",27/9/2013
91,10,4308,83,4,1,"GR1",21/9/2014
92,5,8560,32,5,3,"GR2",13/9/2013
93,3,6667,5,5,1,"GR3",20/9/2014
94,7,6055,64,4,1,"GR4",1/2/2011
95,9,2099,44,3,1,"GR5",23/11/2011
96,8,2860,81,3,4,"GR1",20/4/2011
97,6,6533,37,2,2,"GR2",2/11/2014
98,9,5997,2,5,3,"GR3",19/3/2012
99,2,3442,40,5,4,"GR4",9/10/2015
100,7,4890,65,3,4,"GR5",21/4/2014
101,6,5584,84,2,2,"GR1",6/4/2014
102,8,9057,81,5,2,"GR2",19/3/2015
103,3,4915,65,3,2,"GR3",9/1/2015
104,1,4343,68,4,1,"GR4",11/9/2013
105,7,2802,64,3,2,"GR5",20/7/2012
106,2,6294,73,2,2,"GR1",26/8/2012
107,2,8882,97,3,3,"GR2",4/1/2015
108,2,3494,83,3,3,"GR3",26/5/2013
109,3,10405,1,3,3,"GR4",19/1/2012
110,9,4978,55,4,1,"GR5",15/3/2013
111,1,5455,75,3,1,"GR1",7/2/2015
112,4,8968,4,4,1,"GR2",20/6/2015
113,3,6334,49,5,4,"GR3",14/2/2015
114,3,4207,69,2,4,"GR4",21/3/2012
115,9,7813,23,4,1,"GR5",2/3/2013
116,5,1357,81,3,4,"GR1",8/12/2013
117,8,9467,86,4,3,"GR2",26/9/2011
118,6,9218,5,4,2,"GR3",7/6/2015
119,10,7526,69,3,4,"GR4",1/5/2013
120,2,8677,16,5,4,"GR5",5/1/2011
121,8,5250,98,4,1,"GR1",6/3/2011
122,9,9998,86,5,3,"GR2",8/12/2012
123,9,1713,57,3,1,"GR3",1/8/2014
124,1,8190,31,5,4,"GR4",23/3/2014
125,2,7208,43,3,4,"GR5",17/11/2011
126,2,1251,44,4,4,"GR1",7/6/2015
127,1,2292,15,5,2,"GR2",20/11/2013
128,5,4735,62,4,3,"GR3",18/6/2013
129,8,7302,12,5,3,"GR4",10/6/2013
130,9,5581,75,3,1,"GR5",2/8/2011
131,5,5494,52,3,1,"GR1",26/7/2015
132,9,3159,75,3,4,"GR2",27/12/2011
133,5,2664,37,4,4,"GR3",1/12/2012
134,2,6462,3,3,1,"GR4",3/10/2014
135,2,1871,71,3,2,"GR5",18/4/2011
136,2,8352,31,4,1,"GR1",7/6/2015
137,5,3836,47,2,2,"GR2",19/1/2011
138,5,5491,61,2,1,"GR3",13/3/2011
139,8,9740,64,4,4,"GR4",1/1/2011
140,9,6218,55,2,2,"GR5",8/7/2011
141,7,7815,76,5,1,"GR1",11/8/2012
142,1,3099,27,5,3,"GR2",5/8/2015
143,2,4379,11,3,1,"GR3",27/7/2014
144,6,4322,89,4,2,"GR4",10/1/2015
145,8,6771,42,3,3,"GR5",25/10/2013
146,9,4053,55,3,1,"GR1",12/1/2013
147,8,8557,24,2,1,"GR2",5/6/2013
148,6,2474,35,5,1,"GR3",8/5/2011
149,10,3717,75,4,1,"GR4",1/2/2012
150,3,8569,72,2,1,"GR5",3/9/2012
151,4,5664,83,5,2,"GR1",4/5/2011
152,3,7676,8,3,2,"GR2",21/3/2012
153,3,5951,53,4,1,"GR3",22/5/2015
154,9,7649,94,4,3,"GR4",3/9/2011
155,2,3096,73,4,1,"GR5",1/9/2011
156,9,2726,24,3,1,"GR1",17/10/2013
157,10,5960,67,3,1,"GR2",5/3/2013
158,3,1932,10,3,1,"GR3",22/5/2013
159,1,10387,60,5,4,"GR4",24/2/2011
160,8,6537,72,5,4,"GR5",25/11/2014
161,3,4827,54,3,3,"GR1",9/11/2012
162,2,1100,22,3,3,"GR2",21/4/2014
163,7,8616,30,4,4,"GR3",26/3/2015
164,1,1783,2,2,2,"GR4",9/6/2011
165,10,10514,40,3,4,"GR5",18/10/2013
166,2,10984,11,2,2,"GR1",26/11/2012
167,10,4045,54,3,3,"GR2",9/9/2015
168,8,7988,48,5,4,"GR3",11/10/2011
169,9,10175,91,2,4,"GR4",17/4/2014
170,10,8629,58,4,1,"GR5",9/9/2013
171,10,6715,64,3,3,"GR1",5/11/2014
172,7,3470,25,3,4,"GR2",19/8/2015
173,8,4736,69,4,2,"GR3",12/1/2012
174,10,2382,34,4,3,"GR4",20/11/2014
175,5,4845,17,4,2,"GR5",12/7/2012
176,10,1708,57,2,1,"GR1",15/3/2013
177,5,7506,60,5,4,"GR2",26/4/2013
178,2,7871,11,2,4,"GR3",8/1/2011
179,6,5270,3,3,2,"GR4",15/2/2013
180,9,4985,28,4,1,"GR5",21/8/2012
181,8,7159,87,2,2,"GR1",26/1/2012
182,1,1097,73,2,4,"GR2",8/3/2011
183,2,3856,68,3,2,"GR3",8/7/2013
184,3,9797,66,4,1,"GR4",21/7/2014
185,4,1060,3,2,1,"GR5",27/2/2015
186,2,3725,61,3,3,"GR1",1/4/2014
187,3,9872,2,4,2,"GR2",27/8/2013
188,5,3774,4,4,2,"GR3",20/8/2013
189,3,9801,82,2,1,"GR4",3/1/2012
190,7,3418,65,5,3,"GR5",22/5/2012
191,2,7170,59,2,3,"GR1",11/2/2015
192,1,8044,52,3,2,"GR2",15/10/2013
193,1,6838,81,4,4,"GR3",1/6/2012
194,3,1051,51,5,2,"GR4",14/5/2011
195,10,2477,42,3,2,"GR5",23/5/2012
196,4,7936,32,4,2,"GR1",15/5/2011
197,6,6662,93,3,1,"GR2",3/3/2011
198,2,6695,78,2,4,"GR3",8/1/2015
199,5,2097,4,5,2,"GR4",2/12/2013
200,5,1795,3,3,1,"GR5",21/11/2013
201,2,8655,69,3,4,"GR1",2/2/2012
202,5,6158,50,5,3,"GR2",13/5/2015
203,6,10966,79,2,1,"GR3",4/12/2012
204,4,9138,33,5,4,"GR4",3/6/2013
205,8,10489,49,3,3,"GR5",22/3/2013
206,8,8380,31,4,4,"GR1",17/12/2015
207,10,10117,41,5,1,"GR2",18/8/2013
208,6,1173,50,5,2,"GR3",18/11/2011
209,4,3536,1,4,4,"GR4",11/12/2011
210,2,9217,13,3,2,"GR5",3/4/2014
211,9,8084,60,4,2,"GR1",22/1/2013
212,3,10646,66,2,2,"GR2",12/9/2014
213,10,7317,17,5,4,"GR3",16/3/2011
214,8,8659,13,5,2,"GR4",17/2/2013
215,9,5455,50,2,4,"GR5",20/3/2013
216,2,6156,70,3,3,"GR1",6/5/2011
217,2,10138,70,4,2,"GR2",18/12/2014
218,6,3943,21,5,1,"GR3",16/1/2011
219,8,5466,90,5,4,"GR4",4/9/2012
220,6,10529,65,4,1,"GR5",4/7/2011
221,3,5103,26,4,4,"GR1",21/9/2014
222,2,2934,83,3,4,"GR2",8/3/2014
223,4,9319,48,2,2,"GR3",27/4/2015
224,8,4173,22,4,4,"GR4",26/10/2015
225,9,8620,75,3,3,"GR5",20/3/2014
226,9,9722,22,4,2,"GR1",25/4/2013
227,6,8611,89,5,1,"GR2",27/8/2015
228,4,10982,63,4,4,"GR3",5/11/2013
229,9,1147,100,4,3,"GR4",8/9/2011
230,6,2588,50,2,3,"GR5",12/2/2013
231,4,1929,59,5,3,"GR1",16/9/2013
232,1,2809,24,3,1,"GR2",4/10/2011
233,4,7757,81,5,4,"GR3",10/1/2011
234,1,5756,31,4,1,"GR4",7/11/2014
235,4,2786,28,2,1,"GR5",4/2/2013
236,7,3909,43,4,1,"GR1",3/6/2013
237,6,6770,86,4,1,"GR2",8/4/2015
238,3,1431,61,5,3,"GR3",13/8/2011
239,6,6477,59,2,3,"GR4",2/7/2012
240,4,1858,77,2,1,"GR5",6/9/2015
241,7,2948,92,5,1,"GR1",13/6/2015
242,8,9803,13,3,4,"GR2",18/12/2012
243,1,10871,100,2,2,"GR3",13/6/2013
244,4,4200,99,2,1,"GR4",9/4/2013
245,6,5021,29,4,3,"GR5",18/2/2013
246,3,1994,50,3,1,"GR1",15/4/2015
247,1,10356,3,3,2,"GR2",16/1/2013
248,5,7897,12,2,2,"GR3",24/1/2012
249,5,3615,87,4,4,"GR4",25/9/2011
250,8,5711,48,5,1,"GR5",11/4/2015
251,9,3729,48,4,2,"GR1",24/4/2014
252,8,8189,56,3,4,"GR2",19/12/2013
253,6,6650,25,5,1,"GR3",21/6/2013
254,10,4860,47,2,1,"GR4",4/11/2014
255,4,10991,51,3,3,"GR5",11/5/2013
256,7,6061,31,5,1,"GR1",5/5/2012
257,9,7251,75,3,4,"GR2",13/6/2013
258,4,4530,39,5,4,"GR3",2/10/2011
259,9,9918,49,3,4,"GR4",11/10/2015
260,10,10894,53,5,2,"GR5",23/3/2014
261,4,7025,1,3,1,"GR1",15/9/2014
262,10,1002,60,5,1,"GR2",6/4/2014
263,5,5201,81,5,3,"GR3",8/3/2012
264,5,1726,34,5,4,"GR4",15/3/2013
265,9,6036,47,4,1,"GR5",10/11/2012
266,2,7074,11,5,2,"GR1",12/11/2015
267,10,7358,23,3,3,"GR2",1/10/2013
268,6,6845,95,3,2,"GR3",16/1/2011
269,3,2390,66,4,2,"GR4",22/11/2015
270,3,6141,14,5,3,"GR5",13/1/2013
271,5,7398,15,2,4,"GR1",16/1/2014
272,10,8334,99,4,2,"GR2",27/4/2014
273,10,3250,100,5,4,"GR3",8/6/2012
274,5,10008,31,3,1,"GR4",24/2/2014
275,2,6998,89,5,3,"GR5",11/8/2015
276,3,10201,62,5,2,"GR1",11/1/2011
277,2,8075,63,5,4,"GR2",1/11/2013
278,8,2806,93,2,3,"GR3",3/11/2014
279,3,1333,29,2,3,"GR4",26/1/2015
280,5,6707,56,5,3,"GR5",3/12/2015
281,6,4354,86,3,3,"GR1",6/11/2013
282,8,6034,92,3,1,"GR2",11/12/2011
283,10,3692,100,5,2,"GR3",25/2/2013
284,2,4286,21,5,1,"GR4",7/4/2015
285,9,3976,29,2,3,"GR5",23/2/2015
286,5,10729,4,3,1,"GR1",5/9/2012
287,6,7495,100,5,1,"GR2",27/7/2012
288,6,1568,61,2,2,"GR3",12/6/2013
289,5,3691,92,4,2,"GR4",3/8/2015
290,5,3421,54,5,1,"GR5",27/1/2015
291,7,4330,27,5,1,"GR1",16/5/2012
292,6,6164,25,3,1,"GR2",22/1/2015
293,3,9871,36,2,2,"GR3",22/12/2012
294,1,10779,12,5,4,"GR4",25/1/2012
295,9,7234,80,4,2,"GR5",3/4/2014
296,6,10569,51,4,2,"GR1",13/11/2011
297,5,5276,19,3,1,"GR2",26/10/2013
298,3,10661,100,5,1,"GR3",16/9/2012
299,10,8997,63,2,3,"GR4",25/4/2014
300,1,3804,5,3,2,"GR5",21/1/2011
301,3,5366,27,4,4,"GR1",11/12/2012
302,7,1906,65,5,1,"GR2",17/12/2011
303,10,6206,33,5,2,"GR3",7/12/2011
304,10,9521,26,3,4,"GR4",25/2/2013
305,7,3459,39,4,1,"GR5",1/4/2014
306,3,2046,11,4,3,"GR1",21/7/2012
307,8,5148,88,3,3,"GR2",21/9/2012
308,6,9354,22,5,4,"GR3",24/8/2012
309,4,2844,19,2,3,"GR4",21/10/2013
310,3,8517,6,2,2,"GR5",14/5/2013
311,9,7696,70,4,2,"GR1",16/7/2014
312,8,4300,81,5,4,"GR2",21/8/2011
313,6,7667,47,5,1,"GR3",12/8/2014
314,2,9937,42,3,3,"GR4",8/3/2014
315,3,3230,89,5,3,"GR5",26/9/2012
316,4,10773,4,2,4,"GR1",17/9/2012
317,5,4519,79,2,4,"GR2",3/12/2015
318,8,8727,24,5,4,"GR3",11/1/2015
319,10,10031,19,4,2,"GR4",4/12/2011
320,7,10026,25,2,4,"GR5",10/9/2014
321,5,4364,48,4,3,"GR1",10/11/2013
322,7,2222,63,2,3,"GR2",6/10/2012
323,4,7975,11,2,4,"GR3",6/11/2013
324,9,2731,62,2,3,"GR4",20/9/2014
325,6,4608,92,3,3,"GR5",25/4/2012
326,5,10943,38,3,1,"GR1",3/8/2012
327,8,10688,90,2,1,"GR2",11/3/2013
328,6,2187,34,5,2,"GR3",7/4/2013
329,5,7334,73,4,4,"GR4",10/8/2012
330,2,9040,75,2,2,"GR5",8/8/2013
331,8,10072,50,2,2,"GR1",23/8/2014
332,9,10604,57,2,4,"GR2",8/8/2011
333,10,9255,66,5,1,"GR3",11/3/2011
334,8,10811,34,4,1,"GR4",1/1/2011
335,7,9748,5,4,3,"GR5",1/2/2011
336,10,9768,83,5,3,"GR1",5/2/2014
337,9,5176,3,2,1,"GR2",10/8/2015
338,9,9955,21,4,1,"GR3",8/5/2015
339,7,6665,69,3,2,"GR4",6/12/2013
340,6,5347,93,3,3,"GR5",5/1/2012
341,8,4245,29,4,4,"GR1",7/12/2015
342,10,9101,57,4,2,"GR2",5/9/2011
343,10,1637,100,5,4,"GR3",10/10/2013
344,8,6093,41,3,3,"GR4",14/6/2011
345,1,8140,54,3,4,"GR5",7/6/2012
346,2,8881,19,2,4,"GR1",26/4/2015
347,6,8557,29,4,2,"GR2",8/10/2012
348,8,10357,1,5,3,"GR3",13/9/2011
349,8,4135,44,4,2,"GR4",15/12/2014
350,10,9447,38,4,3,"GR5",19/11/2013
351,3,7280,32,5,3,"GR1",12/10/2014
352,10,10656,68,3,3,"GR2",21/5/2013
353,7,4324,25,4,4,"GR3",2/4/2014
354,10,7795,62,3,1,"GR4",24/6/2011
355,10,5183,70,2,2,"GR5",8/7/2014
356,3,3469,62,3,4,"GR1",18/11/2014
357,7,10756,99,2,3,"GR2",25/6/2015
358,9,10186,3,4,3,"GR3",9/12/2011
359,9,10302,41,5,2,"GR4",2/8/2014
360,7,2335,83,4,1,"GR5",18/7/2014
361,10,7298,13,2,4,"GR1",3/3/2011
362,9,5631,17,4,1,"GR2",16/6/2015
363,8,5758,71,4,4,"GR3",6/6/2011
364,6,9861,19,4,3,"GR4",23/8/2015
365,8,1565,92,3,2,"GR5",26/3/2013
366,6,2890,24,5,3,"GR1",10/4/2012
367,1,8395,47,4,1,"GR2",22/1/2015
368,6,9354,99,3,1,"GR3",8/3/2013
369,6,9929,78,4,4,"GR4",12/10/2015
370,6,2778,93,4,1,"GR5",26/9/2013
371,3,10300,61,2,4,"GR1",5/4/2011
372,7,10100,21,5,1,"GR2",23/4/2013
373,4,5758,85,5,4,"GR3",4/7/2014
374,3,10246,66,4,4,"GR4",14/6/2012
375,2,5052,85,4,3,"GR5",21/4/2013
376,9,4371,51,4,3,"GR1",14/6/2011
377,4,2805,43,4,2,"GR2",17/11/2014
378,3,9179,81,5,4,"GR3",25/7/2012
379,7,1575,95,4,3,"GR4",19/5/2011
380,7,1749,56,5,3,"GR5",10/10/2012
381,10,6588,26,2,1,"GR1",6/1/2015
382,1,3801,41,3,4,"GR2",3/7/2014
383,9,9070,11,2,4,"GR3",3/2/2013
384,5,7316,12,4,3,"GR4",14/12/2012
385,2,2507,77,4,1,"GR5",5/11/2014
386,9,1213,42,4,1,"GR1",20/7/2011
387,5,8476,46,2,4,"GR2",6/8/2012
388,3,3445,83,4,2,"GR3",3/3/2012
389,10,1938,80,3,4,"GR4",2/6/2013
390,3,7379,45,3,1,"GR5",25/11/2013
391,8,9735,39,3,4,"GR1",11/3/2014
392,7,2847,98,2,3,"GR2",20/12/2014
393,2,8742,68,5,3,"GR3",13/5/2011
394,2,4245,16,5,3,"GR4",22/10/2013
395,2,8774,54,4,4,"GR5",4/6/2015
396,3,2567,27,2,4,"GR1",17/7/2015
397,2,6919,63,5,1,"GR2",1/10/2014
398,7,7703,89,3,3,"GR3",10/9/2012
399,10,2368,3,5,4,"GR4",16/6/2011
400,2,5571,8,3,1,"GR5",12/11/2012
401,3,10249,91,5,2,"GR1",8/10/2012
402,2,6634,87,3,3,"GR2",21/4/2014
403,10,6959,90,4,4,"GR3",11/7/2014
404,10,6430,88,3,1,"GR4",20/5/2013
405,7,2585,54,3,4,"GR5",20/4/2011
406,10,3356,54,5,3,"GR1",7/6/2011
407,10,7964,67,4,3,"GR2",1/4/2013
408,3,5120,51,2,4,"GR3",19/5/2012
409,2,7967,98,2,4,"GR4",13/9/2014
410,5,5163,18,3,4,"GR5",21/12/2012
411,5,2519,35,4,2,"GR1",5/2/2015
412,9,4406,65,5,2,"GR2",7/6/2011
413,7,5640,62,5,3,"GR3",27/9/2014
414,3,7768,47,4,4,"GR4",14/9/2011
415,7,4291,28,3,1,"GR5",16/9/2014
416,4,9002,14,2,1,"GR1",16/1/2013
417,4,6477,63,3,2,"GR2",18/8/2011
418,5,4582,93,2,2,"GR3",21/6/2013
419,7,6997,68,2,2,"GR4",27/8/2013
420,6,1498,47,5,3,"GR5",23/1/2015
421,5,7955,55,5,4,"GR1",3/9/2013
422,3,7899,81,5,3,"GR2",20/11/2013
423,4,3147,38,3,3,"GR3",12/8/2012
424,4,10049,18,4,4,"GR4",21/11/2014
425,10,6895,44,5,1,"GR5",23/12/2013
426,2,9084,30,4,3,"GR1",17/12/2015
427,6,6733,22,5,2,"GR2",12/5/2013
428,2,1256,45,3,3,"GR3",4/11/2014
429,1,5987,100,2,3,"GR4",20/3/2011
430,1,4344,16,4,4,"GR5",3/12/2014
431,3,2245,33,4,2,"GR1",8/6/2012
432,10,1640,47,5,2,"GR2",15/1/2013
433,4,3340,5,4,3,"GR3",12/8/2011
434,2,4224,35,5,2,"GR4",13/12/2015
435,6,10203,89,3,3,"GR5",26/4/2015
436,10,5386,64,4,1,"GR1",16/4/2011
437,3,5317,22,4,4,"GR2",6/4/2015
438,7,2387,47,5,4,"GR3",7/7/2014
439,1,3273,84,4,3,"GR4",21/2/2011
440,4,1194,97,4,3,"GR5",21/9/2015
441,5,7123,11,2,3,"GR1",1/10/2011
442,7,10763,4,4,1,"GR2",17/3/2011
443,6,10473,56,2,3,"GR3",3/9/2014
444,3,3796,24,5,2,"GR4",23/7/2015
445,8,2964,69,2,1,"GR5",14/7/2013
446,4,9739,83,4,3,"GR1",3/5/2015
447,3,4562,3,4,3,"GR2",9/9/2011
448,9,9351,63,3,1,"GR3",18/3/2011
449,10,7682,14,5,4,"GR4",12/11/2014
450,8,1052,98,2,4,"GR5",22/12/2015
451,10,4920,40,5,3,"GR1",9/6/2013
452,6,8660,36,4,3,"GR2",7/5/2014
453,4,4799,92,3,2,"GR3",19/9/2013
454,5,10465,59,2,2,"GR4",25/2/2014
455,5,2029,12,4,1,"GR5",11/7/2014
456,6,7927,77,3,1,"GR1",19/9/2011
457,5,1797,22,3,4,"GR2",5/2/2012
458,9,3668,13,2,3,"GR3",13/12/2014
459,6,6380,89,5,2,"GR4",19/1/2012
460,5,8927,61,2,2,"GR5",15/2/2011
461,1,9717,36,4,1,"GR1",19/2/2013
462,2,1430,80,5,2,"GR2",8/5/2012
463,4,3710,77,4,3,"GR3",14/7/2013
464,10,1466,68,3,1,"GR4",22/4/2012
465,1,1078,74,4,1,"GR5",24/8/2015
466,5,5334,89,5,4,"GR1",10/2/2013
467,9,2588,50,5,3,"GR2",2/6/2011
468,9,2586,11,4,3,"GR3",19/9/2013
469,3,4690,100,2,3,"GR4",8/9/2014
470,8,7009,74,2,4,"GR5",12/3/2013
471,1,2000,54,2,1,"GR1",15/10/2012
472,10,2312,60,3,3,"GR2",10/11/2014
473,3,5138,19,5,1,"GR3",8/8/2011
474,5,3184,49,5,2,"GR4",8/7/2015
475,5,8119,92,3,2,"GR5",15/3/2012
476,3,2971,73,5,4,"GR1",25/7/2014
477,4,10227,49,3,4,"GR2",10/3/2012
478,6,1586,92,3,1,"GR3",7/11/2014
479,4,5817,100,2,1,"GR4",22/12/2013
480,10,10302,77,5,2,"GR5",20/8/2015
481,4,6198,68,5,2,"GR1",17/12/2013
482,9,6395,89,2,1,"GR2",16/7/2015
483,8,9363,47,2,3,"GR3",16/9/2012
484,8,6572,48,5,3,"GR4",18/11/2013
485,8,2551,99,2,4,"GR5",14/11/2013
486,7,10306,51,3,4,"GR1",14/11/2012
487,6,4706,39,2,2,"GR2",2/4/2015
488,3,3376,54,4,2,"GR3",14/4/2011
489,5,8813,14,2,2,"GR4",15/5/2011
490,4,5069,87,2,1,"GR5",11/6/2012
491,6,4096,62,4,2,"GR1",17/7/2014
492,9,4873,39,2,3,"GR2",23/10/2013
493,2,1434,1,4,4,"GR3",1/2/2012
494,10,7111,7,4,4,"GR4",7/4/2013
495,6,9132,43,3,4,"GR5",3/11/2014
496,4,1213,20,4,4,"GR1",15/6/2012
497,8,3178,88,5,3,"GR2",8/10/2013
498,9,6325,20,2,3,"GR3",3/11/2013
499,5,4072,13,4,2,"GR4",10/7/2013
500,2,5044,23,4,2,"GR5",20/4/2011
501,3,9995,60,4,2,"GR1",1/4/2011
502,7,1028,15,2,2,"GR2",21/9/2011
503,3,4880,83,5,2,"GR3",20/4/2015
504,7,10314,86,4,1,"GR4",18/3/2015
505,4,8808,60,3,1,"GR5",20/5/2014
506,3,6062,95,3,2,"GR1",3/10/2011
507,2,10144,34,5,2,"GR2",16/2/2012
508,7,5735,60,4,1,"GR3",15/8/2013
509,1,3845,84,5,4,"GR4",1/5/2011
510,9,2337,84,3,4,"GR5",15/4/2014
511,8,9885,39,2,2,"GR1",20/8/2011
512,9,5270,53,5,1,"GR2",18/3/2014
513,10,5983,84,5,3,"GR3",14/11/2015
514,9,9004,94,2,2,"GR4",13/12/2011
515,3,9315,51,2,4,"GR5",3/11/2014
516,7,6974,89,5,3,"GR1",19/7/2013
517,9,5898,32,5,3,"GR2",7/12/2014
518,7,2826,9,3,3,"GR3",1/1/2012
519,6,10506,13,3,1,"GR4",16/7/2015
520,1,4113,17,4,3,"GR5",12/1/2014
521,1,9705,52,4,4,"GR1",13/7/2011
522,3,4425,82,2,3,"GR2",24/1/2012
523,10,5899,88,4,1,"GR3",22/3/2012
524,4,2014,67,3,1,"GR4",25/9/2012
525,2,6827,92,5,2,"GR5",13/5/2013
526,8,7482,4,3,1,"GR1",19/5/2014
527,9,7571,15,4,1,"GR2",19/12/2015
528,10,9310,61,3,2,"GR3",15/6/2014
529,10,7193,29,2,1,"GR4",12/10/2013
530,3,3811,26,4,4,"GR5",4/1/2013
531,8,3605,31,3,3,"GR1",20/2/2014
532,9,5922,34,4,1,"GR2",18/1/2014
533,9,7502,50,4,1,"GR3",15/9/2012
534,4,10797,6,4,4,"GR4",27/8/2011
535,9,2354,61,2,4,"GR5",5/12/2012
536,1,5491,38,4,1,"GR1",22/9/2013
537,5,7884,31,3,2,"GR2",2/4/2011
538,5,2637,19,3,4,"GR3",9/3/2011
539,7,6413,50,4,1,"GR4",13/3/2014
540,6,1895,29,3,4,"GR5",21/4/2011
541,10,8138,40,4,3,"GR1",7/8/2012
542,6,1343,34,2,1,"GR2",14/2/2014
543,10,6074,80,4,3,"GR3",22/6/2015
544,2,10717,71,2,4,"GR4",7/8/2012
545,10,1207,77,4,1,"GR5",27/12/2012
546,4,8315,89,5,1,"GR1",17/12/2015
547,1,3545,49,2,1,"GR2",11/7/2012
548,1,5891,81,3,3,"GR3",12/1/2014
549,6,10459,43,2,1,"GR4",3/2/2013
550,5,3099,14,3,3,"GR5",8/2/2012
551,7,5590,36,3,2,"GR1",26/4/2013
552,6,6021,34,3,2,"GR2",5/12/2015
553,6,6306,48,3,3,"GR3",22/11/2014
554,2,6932,87,3,4,"GR4",27/11/2013
555,10,6942,9,2,2,"GR5",17/5/2012
556,3,3232,57,5,2,"GR1",11/9/2015
557,6,7126,62,4,2,"GR2",5/6/2011
558,5,1333,74,5,3,"GR3",20/4/2011
559,4,8440,1,4,2,"GR4",19/7/2015
560,10,10118,8,4,3,"GR5",4/8/2011
