"ID_TERMIN","TERMIN","DATA_ID"
2003,"0",1162
2004,"0",308
2005,"0",2072
2006,"1",1257
2007,"2",2911
2008,"1",561
2009,"1",1013
2010,"0",3585
2011,"0",308
2012,"0",2854
2013,"0",1738
2014,"3",2623
2015,"1",3325
2016,"1",1573
2017,"2",2952
2018,"0",2600
2019,"1",1607
2020,"1",488
2021,"0",2667
2022,"1",2445
2023,"0",1882
2024,"0",3139
2025,"2",2934
2026,"3",197
2027,"0",680
2028,"3",1381
2029,"0",137
2030,"3",2005
2031,"2",1885
2032,"1",1253
2033,"0",2364
2034,"0",585
2035,"0",2334
2036,"2",2246
2037,"0",19
2038,"0",1049
2039,"2",380
2040,"1",1221
2041,"2",889
2042,"3",1559
2043,"0",2016
2044,"2",1911
2045,"0",2295
2046,"3",925
2047,"2",270
2048,"1",2942
2049,"3",2460
2050,"1",3602
2051,"3",1716
2052,"2",1635
2053,"1",1731
2054,"2",1859
2055,"3",1049
2056,"1",3546
2057,"0",2002
2058,"3",3035
2059,"3",3168
2060,"0",3202
2061,"0",423
2062,"0",1613
2063,"2",1476
2064,"0",1940
2065,"3",2235
2066,"3",790
2067,"3",812
2068,"2",1633
2069,"0",2144
2070,"1",1022
2071,"3",3126
2072,"1",2807
2073,"0",2660
2074,"3",229
2075,"1",2140
2076,"0",362
2077,"1",2430
2078,"1",328
2079,"0",3076
2080,"0",1116
2081,"3",366
2082,"2",2747
2083,"2",633
2084,"1",2071
2085,"1",1358
2086,"0",2237
2087,"1",949
2088,"1",1327
2089,"2",3093
2090,"0",2969
2091,"3",1689
2092,"0",2818
2093,"1",3312
2094,"1",241
2095,"2",1408
2096,"2",313
2097,"2",1576
2098,"0",371
2099,"3",3409
2100,"1",1078
2101,"0",2737
2102,"3",758
2103,"2",140
2104,"1",38
2105,"3",1190
2106,"0",2587
2107,"0",1929
2108,"3",3374
2109,"1",768
2110,"0",1933
2111,"0",206
2112,"3",1824
2113,"0",2830
2114,"1",467
2115,"2",536
2116,"3",2293
2117,"0",3036
2118,"2",2843
2119,"1",2766
2120,"2",1361
2121,"1",2798
2122,"2",2222
2123,"1",546
2124,"0",755
2125,"2",771
2126,"0",2209
2127,"3",273
2128,"0",1252
2129,"0",740
2130,"0",2975
2131,"3",3344
2132,"0",341
2133,"3",1235
2134,"3",2833
2135,"2",3247
2136,"0",339
2137,"3",1087
2138,"0",1784
2139,"1",359
2140,"3",3284
2141,"1",3612
2142,"0",3311
2143,"1",2845
2144,"2",9
2145,"1",1421
2146,"0",2283
2147,"1",1886
2148,"3",236
2149,"3",3196
2150,"3",1708
2151,"0",3123
2152,"3",3537
2153,"1",1501
2154,"0",3435
2155,"3",2300
2156,"1",550
2157,"2",1137
2158,"2",1836
2159,"3",2790
2160,"1",404
2161,"1",2590
2162,"2",1787
2163,"0",2087
2164,"1",3517
2165,"2",681
2166,"3",2656
2167,"3",1006
2168,"0",142
2169,"2",1006
2170,"2",3165
2171,"1",3429
2172,"0",2636
2173,"3",2051
2174,"3",956
2175,"0",1937
2176,"0",648
2177,"3",3531
2178,"2",2163
2179,"0",638
2180,"3",1053
2181,"0",1647
2182,"2",1921
2183,"3",2773
2184,"1",3358
2185,"3",3668
2186,"1",2864
2187,"0",1639
2188,"3",1114
2189,"0",505
2190,"3",3283
2191,"0",240
2192,"0",2506
2193,"3",3463
2194,"3",1511
2195,"0",3143
2196,"2",1855
2197,"1",1633
2198,"0",579
2199,"3",2330
2200,"2",2870
2201,"0",3475
2202,"2",649
2203,"1",292
2204,"1",373
2205,"0",917
2206,"3",245
2207,"0",3401
2208,"3",2221
2209,"1",71
2210,"1",2938
2211,"3",1238
2212,"2",216
2213,"2",1332
2214,"2",938
2215,"2",163
2216,"0",2377
2217,"3",1169
2218,"3",3084
2219,"2",1074
2220,"0",3537
2221,"0",1804
2222,"2",2613
2223,"2",1359
2224,"1",2389
2225,"0",2751
2226,"2",1202
2227,"0",2703
2228,"2",1019
2229,"2",380
2230,"0",1225
2231,"2",2627
2232,"2",1484
2233,"3",3584
2234,"0",2221
2235,"0",1876
2236,"1",2160
2237,"1",1186
2238,"2",569
2239,"1",2054
2240,"0",2967
2241,"2",3058
2242,"0",2209
2243,"0",183
2244,"1",3228
2245,"3",3132
2246,"2",342
2247,"1",2206
2248,"1",1650
2249,"0",2916
2250,"0",432
2251,"2",1342
2252,"1",3688
2253,"0",1194
2254,"3",1859
2255,"3",978
2256,"0",1671
2257,"2",1477
2258,"3",1245
2259,"2",3536
2260,"0",912
2261,"1",2969
2262,"2",3651
2263,"2",2712
2264,"2",864
2265,"0",3667
2266,"0",73
2267,"1",164
2268,"0",333
2269,"3",2841
2270,"1",441
2271,"0",2727
2272,"1",2615
2273,"1",1980
2274,"3",1448
2275,"3",2032
2276,"1",2954
2277,"3",775
2278,"1",2790
2279,"2",982
2280,"3",3144
2281,"3",3167
2282,"2",716
2283,"2",698
2284,"1",642
2285,"3",450
2286,"2",93
2287,"1",74
2288,"2",157
2289,"3",1946
2290,"2",1191
2291,"0",2170
2292,"0",78
2293,"3",1465
2294,"1",3665
2295,"3",2426
2296,"2",113
2297,"2",2220
2298,"0",492
2299,"2",2885
2300,"2",2491
2301,"1",1370
2302,"0",1796
2303,"0",1341
2304,"0",1469
2305,"2",3460
2306,"3",2750
2307,"2",3666
2308,"3",1857
2309,"0",2660
2310,"0",2121
2311,"2",2298
2312,"2",204
2313,"0",2607
2314,"0",863
2315,"3",1719
2316,"0",1516
2317,"1",517
2318,"2",2178
2319,"1",2822
2320,"3",3530
2321,"2",557
2322,"1",2353
2323,"1",1628
2324,"0",2999
2325,"2",3452
2326,"3",1330
2327,"3",841
2328,"3",1776
2329,"0",1420
2330,"2",2087
2331,"3",2726
2332,"1",1035
2333,"2",550
2334,"1",2859
2335,"2",3496
2336,"2",2376
2337,"0",1723
2338,"1",1540
2339,"2",2668
2340,"0",2978
2341,"0",676
2342,"2",2256
2343,"1",1691
2344,"0",3214
2345,"3",1383
2346,"3",3034
2347,"0",1589
2348,"2",2409
2349,"0",723
2350,"1",835
2351,"0",2679
2352,"0",2508
2353,"3",3376
2354,"0",331
2355,"2",2535
2356,"2",713
2357,"1",1137
2358,"1",3047
2359,"3",740
2360,"3",3612
2361,"3",435
2362,"0",26
2363,"2",2088
2364,"1",1068
2365,"1",2253
2366,"1",830
2367,"3",2071
2368,"2",3113
2369,"3",464
2370,"2",186
2371,"2",1680
2372,"3",2829
2373,"1",1942
2374,"0",1995
2375,"3",2600
2376,"2",3021
2377,"3",3317
2378,"1",3420
2379,"1",515
2380,"3",2711
2381,"1",2267
2382,"2",864
2383,"3",461
2384,"3",3395
2385,"3",1168
2386,"1",2612
2387,"3",378
2388,"1",52
2389,"2",2009
2390,"3",176
2391,"3",2124
2392,"1",3430
2393,"2",3169
2394,"1",2388
2395,"0",1467
2396,"3",1263
2397,"0",3295
2398,"2",1149
2399,"1",1131
2400,"3",2735
2401,"0",1108
2402,"3",3247
2403,"3",379
2404,"3",610
2405,"2",1564
2406,"1",2121
2407,"0",914
2408,"2",2858
2409,"0",2234
2410,"2",3350
2411,"1",1954
2412,"3",2439
2413,"3",3054
2414,"2",1448
2415,"3",1751
2416,"2",1009
2417,"1",1840
2418,"3",1469
2419,"2",1799
2420,"2",2649
2421,"0",2787
2422,"0",3228
2423,"1",3680
2424,"0",3566
2425,"3",3493
2426,"1",3670
2427,"1",430
2428,"1",2116
2429,"3",2555
2430,"0",1927
2431,"0",2532
493,"2",1659
494,"1",939
495,"0",2376
496,"2",3337
497,"1",1154
498,"1",1981
499,"3",2305
500,"1",908
501,"3",1413
502,"0",1220
503,"1",927
504,"0",341
505,"1",768
506,"0",992
507,"2",1244
508,"0",2218
509,"0",665
510,"0",2908
511,"2",3370
512,"2",1899
513,"0",1475
514,"3",3439
515,"2",1032
516,"2",1330
517,"1",2582
518,"0",2839
519,"2",3006
520,"0",3332
521,"0",2777
522,"1",157
523,"1",3421
524,"1",2030
525,"2",2075
526,"1",3077
527,"3",3297
528,"3",1146
529,"3",1779
530,"0",1564
531,"2",3121
532,"1",874
533,"1",2517
534,"2",2634
535,"2",3403
536,"3",1721
537,"0",445
538,"1",1856
539,"3",346
540,"0",2495
541,"0",1507
542,"1",425
543,"1",3426
544,"3",3211
545,"1",294
546,"3",2058
547,"2",239
548,"2",2344
549,"3",3155
550,"2",1331
551,"3",1067
552,"1",1642
553,"2",2094
554,"2",2781
555,"1",1655
556,"2",2432
557,"2",1285
558,"3",2155
559,"3",3215
560,"1",593
561,"1",34
562,"0",1483
563,"1",520
564,"1",3265
565,"1",23
566,"1",1764
567,"3",3603
568,"1",2187
569,"2",1153
570,"2",1879
571,"1",1673
572,"3",357
573,"2",710
574,"1",2688
575,"0",2974
576,"2",1105
577,"0",2425
578,"3",2132
579,"1",416
580,"0",2216
581,"1",2435
582,"3",2082
583,"2",2774
584,"3",655
585,"3",3129
586,"2",2068
587,"1",2787
588,"0",899
589,"3",762
590,"0",3325
591,"0",1010
592,"0",3086
593,"3",2768
594,"3",3641
595,"1",2569
596,"2",3313
597,"3",348
598,"0",2898
599,"2",1896
600,"0",3146
601,"1",427
602,"1",3111
603,"0",425
604,"0",525
605,"0",357
606,"3",276
607,"0",2575
608,"1",3324
609,"1",154
610,"1",1582
611,"1",72
612,"2",1025
613,"0",485
614,"1",22
615,"0",1549
616,"0",96
617,"2",2891
618,"3",1155
619,"0",1503
620,"0",3160
621,"1",2890
622,"3",1338
623,"1",3433
624,"2",528
625,"0",1788
626,"0",695
627,"3",754
628,"3",1004
629,"0",803
630,"2",1827
631,"3",681
632,"3",1654
633,"2",1868
634,"2",222
635,"0",329
636,"1",2631
637,"0",942
638,"3",1235
639,"2",2773
640,"1",557
641,"3",1146
642,"2",920
643,"0",2106
644,"3",3252
645,"0",1898
646,"0",1197
647,"2",849
648,"1",2432
649,"3",1555
650,"0",2170
651,"3",1371
652,"1",1486
653,"2",3589
654,"2",1315
655,"2",453
656,"3",1944
657,"3",871
658,"2",3125
659,"1",3044
660,"2",47
661,"1",621
662,"2",3064
663,"1",2744
664,"2",1489
665,"1",20
666,"3",3548
667,"1",2714
668,"2",338
669,"1",770
670,"2",1310
671,"2",1887
672,"2",2596
673,"1",1672
674,"1",3362
675,"0",1396
676,"1",3185
677,"1",1713
678,"3",87
679,"0",785
680,"3",2029
681,"3",1490
682,"2",2312
683,"1",1897
684,"0",3686
685,"2",1226
686,"2",3575
687,"3",3542
688,"3",166
689,"2",1761
690,"0",2658
691,"2",2366
692,"2",1437
693,"2",2858
694,"0",1584
695,"2",18
696,"1",3065
697,"3",18
698,"1",2210
699,"0",779
700,"3",2303
701,"0",3312
702,"1",484
703,"0",1342
704,"3",3456
705,"1",1557
706,"3",251
707,"1",3015
708,"3",3239
709,"1",2379
710,"3",3221
711,"3",590
712,"0",792
713,"1",3640
714,"2",686
715,"3",2774
716,"1",1200
717,"2",121
718,"2",1079
719,"1",1387
720,"2",3305
721,"3",1849
722,"0",2351
723,"0",2961
724,"2",804
725,"3",3001
726,"3",3036
727,"1",2218
728,"0",2734
729,"1",1767
730,"3",3104
731,"3",3550
732,"0",110
733,"0",2041
734,"1",3478
735,"0",3233
736,"2",1602
737,"2",2593
738,"3",499
739,"3",818
740,"3",2839
741,"1",3128
742,"2",3015
743,"0",264
744,"2",3104
745,"3",1684
746,"1",1084
747,"2",885
748,"2",635
749,"2",740
750,"0",1907
751,"1",3029
752,"1",290
753,"0",2576
754,"0",2875
755,"2",189
756,"0",1621
757,"1",3131
758,"0",3420
759,"0",1342
760,"0",1409
761,"2",1811
762,"1",1637
763,"3",1264
764,"1",1934
765,"3",957
766,"1",1859
767,"3",1097
768,"3",410
769,"3",3387
770,"3",75
771,"3",966
772,"2",3121
773,"2",87
774,"3",2541
775,"3",2798
776,"0",2598
777,"2",1751
778,"1",1025
779,"0",2628
780,"3",1352
781,"3",3417
782,"1",586
783,"0",3043
784,"0",2272
785,"2",1797
786,"0",487
787,"0",2945
788,"3",3535
789,"0",1216
790,"0",1663
791,"2",3294
792,"2",3170
793,"3",837
794,"2",162
795,"1",1124
796,"0",2095
797,"1",1499
798,"0",188
799,"0",2662
800,"1",2279
801,"3",1700
802,"1",2435
803,"3",2594
804,"3",1108
805,"2",3593
806,"2",2998
807,"0",2657
808,"2",2730
809,"3",192
810,"0",781
811,"1",1284
812,"1",1799
813,"1",2952
814,"2",829
815,"1",886
816,"3",2852
817,"2",2426
818,"0",3587
819,"1",766
820,"1",1027
821,"3",1799
822,"2",790
823,"3",491
824,"3",97
825,"2",2542
826,"1",2039
827,"1",1688
828,"1",627
829,"1",3444
830,"0",1601
831,"0",3287
832,"2",3338
833,"1",1083
834,"2",1643
835,"2",1240
836,"3",3425
837,"0",1118
838,"3",995
839,"3",1169
840,"3",1467
841,"2",2129
842,"3",962
843,"2",676
844,"1",2743
845,"3",3650
846,"2",1852
847,"2",958
848,"1",1230
849,"3",3164
850,"3",878
851,"0",1731
852,"0",2001
853,"3",2305
854,"1",3168
855,"1",933
856,"2",205
857,"1",1965
858,"1",739
859,"2",2044
860,"2",792
861,"1",2664
862,"0",2754
863,"3",3405
864,"1",1635
865,"1",2353
866,"2",3490
867,"3",229
868,"1",3623
869,"1",3461
870,"1",1203
871,"2",2173
872,"0",554
873,"2",1303
874,"3",2990
875,"2",1061
876,"3",1833
877,"0",1671
878,"1",2406
879,"1",1690
880,"1",1933
881,"0",462
882,"1",1721
883,"0",2098
884,"0",3112
885,"3",717
886,"1",2206
887,"2",1964
888,"3",2358
889,"3",3523
890,"3",471
891,"0",1858
892,"0",1150
893,"1",118
894,"1",1822
895,"2",2520
896,"2",1777
897,"2",3526
898,"2",3305
899,"3",476
900,"0",2583
901,"2",2815
902,"2",1847
903,"1",1302
904,"1",1974
905,"0",1173
906,"3",450
907,"3",855
908,"1",1212
909,"0",1687
910,"0",1660
911,"1",2763
912,"3",3090
913,"0",3038
914,"2",1300
915,"2",872
916,"2",3513
917,"3",1980
918,"2",2784
919,"1",2943
920,"3",1326
921,"3",3120
922,"2",3666
923,"1",1992
924,"2",1623
925,"0",3534
926,"0",2453
927,"3",3479
928,"2",260
929,"0",777
930,"0",1759
931,"1",1947
932,"1",2705
933,"0",2107
934,"1",2046
935,"1",3579
936,"1",3584
937,"0",73
938,"2",589
939,"0",1241
940,"0",1393
941,"1",2241
942,"0",2062
943,"1",432
944,"3",1932
945,"3",332
946,"0",1326
947,"2",2024
948,"3",1187
949,"1",958
950,"0",2086
951,"1",958
952,"1",3123
953,"1",3155
954,"2",2261
955,"3",1086
956,"1",417
957,"1",594
958,"0",2137
959,"0",699
960,"3",30
961,"1",1067
962,"3",5
963,"3",2915
964,"1",1748
965,"2",1930
966,"1",2794
967,"3",1837
968,"0",3208
969,"2",2371
970,"3",2960
971,"3",268
972,"0",1240
973,"2",149
974,"2",3531
975,"2",1451
976,"3",3164
977,"1",3610
978,"3",3624
979,"3",1104
980,"3",935
981,"3",627
982,"0",2879
983,"1",3259
984,"2",1653
985,"1",3661
986,"2",2848
987,"0",3349
988,"0",780
989,"2",3360
990,"0",72
991,"1",1299
992,"1",205
993,"0",3468
994,"3",1387
995,"1",1203
996,"0",2033
997,"2",2396
998,"1",200
999,"3",1020
1000,"3",2813
1001,"3",3412
1002,"0",2202
1003,"0",2303
1004,"3",2240
1005,"1",2437
1006,"2",83
1007,"3",1065
1008,"0",674
1009,"0",1238
1010,"0",1041
1011,"2",2000
1012,"1",773
1013,"2",2650
1014,"0",571
1015,"3",2868
1016,"3",3525
1017,"2",1374
1018,"2",1090
1019,"2",573
1020,"2",2153
1021,"3",3192
1022,"1",1938
1023,"1",161
1024,"2",2097
1025,"3",1403
1026,"1",800
1027,"0",3372
1028,"0",359
1029,"0",928
1030,"3",1019
1031,"3",2375
1032,"3",352
1033,"0",2284
1034,"2",1116
1035,"3",355
1036,"3",410
1037,"3",479
1038,"0",584
1039,"1",1789
1040,"2",1374
1041,"1",3248
1042,"2",1754
1043,"0",1034
1044,"0",140
1045,"3",3155
1046,"2",1819
1047,"3",1881
1048,"1",3075
1049,"0",1413
1050,"1",2012
1051,"1",1413
1052,"2",3448
1053,"2",1100
1054,"1",296
1055,"3",370
1056,"2",1467
1057,"1",3001
1058,"2",965
1059,"2",317
1060,"2",1128
1061,"3",1271
1062,"3",1345
1063,"2",2575
1064,"1",657
1065,"0",843
1066,"2",2582
1067,"2",2392
1068,"1",2342
1069,"0",1555
1070,"0",3432
1071,"1",1333
1072,"2",2063
1073,"3",89
1074,"1",2387
1075,"0",699
1076,"2",3629
1077,"2",655
1078,"1",1183
1079,"0",1163
1080,"1",2782
1081,"3",2275
1082,"2",206
1083,"3",1631
1084,"1",2760
1085,"1",3082
1086,"2",1274
1087,"1",2825
1088,"2",2635
1089,"3",773
1090,"0",2009
1091,"0",2104
1092,"3",1873
1093,"1",1360
1094,"2",1915
1095,"1",3555
1096,"3",3343
1097,"1",2400
1098,"2",2072
1099,"2",29
1100,"3",3475
1101,"0",1395
1102,"0",2755
1103,"1",2370
1104,"0",2421
1105,"1",1873
1106,"0",3307
1107,"2",454
1108,"0",2168
1109,"1",1742
1110,"0",1799
1111,"1",2170
1112,"3",2408
1113,"0",2199
1114,"3",2183
1115,"3",184
1116,"2",874
1117,"2",1266
1118,"1",136
1119,"0",580
1120,"0",337
1121,"3",512
1122,"0",2733
1123,"3",1770
1124,"2",1077
1125,"1",237
1126,"3",2728
1127,"0",3076
1128,"0",1915
1129,"1",1276
1130,"3",3361
1131,"1",627
1132,"3",3458
1133,"1",2092
1134,"1",1675
1135,"1",1619
1136,"0",1953
1137,"0",1511
1138,"0",3
1139,"2",2393
1140,"3",76
1141,"1",592
1142,"3",2914
1143,"3",1494
1144,"1",222
1145,"0",2866
1146,"1",824
1147,"1",210
1148,"3",2126
1149,"2",2293
1150,"3",1265
1151,"1",99
1152,"1",3308
1153,"3",3210
1154,"3",1505
1155,"3",246
1156,"2",2866
1157,"3",475
1158,"2",569
1159,"1",3426
1160,"2",101
1161,"3",654
1162,"0",2497
1163,"0",1754
1164,"0",818
1165,"1",2897
1166,"3",3485
1167,"0",2153
1168,"3",2131
1169,"0",2652
1170,"1",2299
1171,"3",3637
1172,"0",2954
1173,"3",2004
1174,"2",1841
1175,"2",302
1176,"0",2690
1177,"3",3060
1178,"0",720
1179,"1",2717
1180,"1",595
1181,"0",3603
1182,"3",421
1183,"2",1047
1184,"2",668
1185,"2",3234
1186,"1",2836
1187,"3",874
1188,"0",1497
1189,"0",1485
1190,"2",957
1191,"1",349
1192,"2",3324
1193,"1",1447
1194,"2",522
1195,"3",2721
1196,"1",1620
1197,"2",352
1198,"0",3436
1199,"3",3171
1200,"1",3115
1201,"3",592
1202,"2",3330
1203,"3",2249
1204,"1",609
1205,"3",651
1206,"2",195
1207,"0",2354
1208,"0",1476
1209,"0",2140
1210,"2",2097
1211,"1",1305
1212,"2",1050
1213,"0",2635
1214,"0",822
1215,"2",2528
1216,"0",2355
1217,"3",1433
1218,"3",967
1219,"1",823
1220,"2",2457
1221,"3",3073
1222,"2",2966
1223,"2",1220
1224,"2",1536
1225,"1",3287
1226,"2",1961
1227,"0",2841
1228,"2",56
1229,"3",1946
